date,home_team,Home Team Goals,away_team,Away Team Goals,Home Team Initials,Away Team Initials
2014-03-05,Mozambique,1,Angola,1,MOZ,ANG
2014-03-05,Namibia,1,Tanzania,1,NAM,TAN
2014-03-05,Oman,3,Singapore,1,OMA,SGP
2014-03-05,Philippines,0,Azerbaijan,1,PHI,AZE
2014-03-05,Poland,0,Scotland,1,POL,SCO
2014-03-05,Portugal,5,Cameroon,1,POR,CMR
2014-03-05,Qatar,0,Bahrain,0,QAT,BHR
2014-03-05,Romania,0,Argentina,0,ROU,ARG
2014-03-05,Russia,2,Armenia,0,RUS,ARM
2014-03-05,Saudi Arabia,1,Indonesia,0,KSA,IDN
2014-03-05,South Africa,0,Brazil,5,RSA,BRA
2014-03-05,Spain,1,Italy,0,ESP,ITA
2014-03-05,Switzerland,2,Croatia,2,SUI,CRO
2014-03-05,Thailand,2,Lebanon,5,THA,LBN
2014-03-05,Turkey,2,Sweden,1,TUR,SWE
2014-03-05,Uzbekistan,1,United Arab Emirates,1,UZB,UAE
2014-03-05,Vietnam,3,Hong Kong,1,VIE,HKG
2014-03-05,Wales,3,Iceland,1,WAL,ISL
2014-03-05,Yemen,1,Malaysia,2,YEM,MAS
2014-03-05,Zambia,2,Uganda,1,ZAM,UGA
2014-03-07,Lesotho,0,Eswatini,1,LES,SWZ
2014-03-09,Lesotho,0,Eswatini,0,LES,SWZ
2014-03-25,Yemen,2,Nepal,0,YEM,NEP
2014-03-26,Andorra,0,Indonesia,1,AND,IDN
2014-03-27,Aruba,2,Guam,2,ARU,GUM
2014-03-29,Cuba,1,Indonesia,0,CUB,IDN
2014-03-30,Aruba,2,Guam,0,ARU,GUM
2014-04-12,Mauritania,1,Mauritius,0,MTN,MRI
2014-04-15,Yemen,0,Chad,0,YEM,CHA
2014-04-20,Mauritius,0,Mauritania,2,MRI,MTN
2014-04-26,Tanzania,0,Burundi,3,TAN,BDI
2014-04-27,Philippines,0,Malaysia,0,PHI,MAS
2014-05-04,Dominica,3,Grenada,5,DMA,GRN
2014-05-13,Germany,0,Poland,0,GER,POL
2014-05-14,Kuwait,3,Afghanistan,2,KUW,AFG
2014-05-17,Malawi,2,Chad,0,MWI,CHA
2014-05-17,Mauritania,1,Equatorial Guinea,0,MTN,EQG
2014-05-17,Namibia,1,Congo,0,NAM,CGO
2014-05-17,Netherlands,1,Ecuador,1,NED,ECU
2014-05-17,São Tomé and Príncipe,0,Benin,2,STP,BEN
2014-05-18,Burundi,0,Botswana,0,BDI,BOT
2014-05-18,Central African Republic,0,Guinea-Bissau,0,CTA,GNB
2014-05-18,Liberia,1,Lesotho,0,LBR,LES
2014-05-18,Libya,0,Rwanda,0,LBY,RWA
2014-05-18,Tanzania,1,Zimbabwe,0,TAN,ZIM
2014-05-19,Maldives,2,Myanmar,3,MDV,MYA
2014-05-20,Philippines,0,Afghanistan,0,PHI,AFG
2014-05-20,Turkmenistan,5,Laos,1,TKM,LAO
2014-05-21,Burkina Faso,1,Senegal,1,BFA,SEN
2014-05-21,Myanmar,0,Palestine,2,MYA,PLE
2014-05-21,Finland,2,Czech Republic,2,FIN,CZE
2014-05-21,Liechtenstein,1,Belarus,5,LIE,BLR
2014-05-22,Afghanistan,3,Turkmenistan,1,AFG,TKM
2014-05-22,Hungary,2,Denmark,2,HUN,DEN
2014-05-22,Laos,0,Philippines,2,LAO,PHI
2014-05-22,Ukraine,2,Niger,1,UKR,NIG
2014-05-23,Bulgaria,1,Canada,1,BUL,CAN
2014-05-23,Maldives,0,Palestine,0,MDV,PLE
2014-05-23,Slovakia,2,Montenegro,0,SVK,MNE
2014-05-24,Afghanistan,0,Laos,0,AFG,LAO
2014-05-24,Moldova,4,Saudi Arabia,0,MDA,KSA
2014-05-24,Turkmenistan,0,Philippines,2,TKM,PHI
2014-05-25,Republic of Ireland,1,Turkey,2,IRL,TUR
2014-05-25,Mali,1,Guinea,2,MLI,GUI
2014-05-25,Thailand,1,Kuwait,1,THA,KUW
2014-05-26,Australia,1,South Africa,1,AUS,RSA
2014-05-26,Belgium,5,Luxembourg,1,BEL,LUX
2014-05-26,Jamaica,1,Serbia,2,JAM,SRB
2014-05-26,North Macedonia,0,Cameroon,2,MKD,CMR
2014-05-26,Russia,1,Slovakia,0,RUS,SVK
2014-05-27,Armenia,4,United Arab Emirates,3,ARM,UAE
2014-05-27,France,4,Norway,0,FRA,NOR
2014-05-27,Japan,1,Cyprus,0,JPN,CYP
2014-05-27,Maldives,2,Philippines,3,MDV,PHI
2014-05-27,Moldova,1,Canada,1,MDA,CAN
2014-05-27,Palestine,2,Afghanistan,0,PLE,AFG
2014-05-27,Tanzania,1,Malawi,0,TAN,MWI
2014-05-27,Uzbekistan,0,Oman,1,UZB,OMA
2014-05-28,Angola,2,Morocco,0,ANG,MAR
2014-05-28,Denmark,1,Sweden,0,DEN,SWE
2014-05-28,Nigeria,2,Scotland,2,NGA,SCO
2014-05-29,Cameroon,1,Paraguay,2,CMR,PAR
2014-05-29,Finland,0,Lithuania,1,FIN,LTU
2014-05-29,Georgia,2,Saudi Arabia,0,GEO,KSA
2014-05-29,Latvia,0,Estonia,0,LVA,EST
2014-05-29,Maldives,1,Afghanistan,1,MDV,AFG
2014-05-29,Uzbekistan,0,Oman,1,UZB,OMA
2014-05-30,Aruba,1,Turks and Caicos Islands,0,ARU,TCA
2014-05-30,Austria,1,Iceland,1,AUT,ISL
2014-05-30,Comoros,1,Kenya,1,COM,KEN
2014-05-30,England,3,Peru,0,ENG,PER
2014-05-30,North Macedonia,0,Qatar,0,MKD,QAT
2014-05-30,New Zealand,0,South Africa,0,NZL,RSA
2014-05-30,Palestine,1,Philippines,0,PLE,PHI
2014-05-30,South Sudan,0,Mozambique,0,SSD,MOZ
2014-05-30,Spain,2,Bolivia,0,ESP,BOL
2014-05-30,Switzerland,1,Jamaica,0,SUI,JAM
2014-05-30,Uruguay,1,Northern Ireland,0,URU,NIR
2014-05-31,Albania,0,Romania,1,ALB,ROU
2014-05-31,Armenia,1,Algeria,3,ARM,ALG
2014-05-31,Chad,3,Malawi,1,CHA,MWI
2014-05-31,Colombia,2,Senegal,2,COL,SEN
2014-05-31,Croatia,2,Mali,1,CRO,MLI
2014-05-31,Finland,2,Estonia,0,FIN,EST
2014-05-31,Guinea-Bissau,3,Central African Republic,1,GNB,CTA
2014-05-31,Italy,0,Republic of Ireland,0,ITA,IRL
2014-05-31,Latvia,1,Lithuania,0,LVA,LTU
2014-05-31,Mexico,3,Ecuador,1,MEX,ECU
2014-05-31,Netherlands,1,Ghana,0,NED,GHA
2014-05-31,Norway,1,Russia,1,NOR,RUS
2014-05-31,Portugal,0,Greece,0,POR,GRE
2014-05-31,Rwanda,3,Libya,0,RWA,LBY
2014-05-31,Sierra Leone,1,Eswatini,0,SLE,SWZ
2014-05-31,Uganda,1,Madagascar,0,UGA,MAD
2014-06-01,Aruba,7,British Virgin Islands,0,ARU,VGB
2014-06-01,Benin,2,São Tomé and Príncipe,0,BEN,STP
2014-06-01,Botswana,1,Burundi,0,BOT,BDI
2014-06-01,Congo,3,Namibia,0,CGO,NAM
2014-06-01,Equatorial Guinea,3,Mauritania,0,EQG,MTN
2014-06-01,France,1,Paraguay,1,FRA,PAR
2014-06-01,Germany,2,Cameroon,2,GER,CMR
2014-06-01,Honduras,2,Israel,4,HON,ISR
2014-06-01,Lesotho,2,Liberia,0,LES,LBR
2014-06-01,Sweden,0,Belgium,2,SWE,BEL
2014-06-01,Zimbabwe,2,Tanzania,2,ZIM,TAN
2014-06-02,Costa Rica,1,Japan,3,CRC,JPN
2014-06-03,Brazil,4,Panama,0,BRA,PAN
2014-06-03,British Virgin Islands,0,Turks and Caicos Islands,2,VGB,TCA
2014-06-03,Czech Republic,1,Austria,2,CZE,AUT
2014-06-03,Georgia,0,United Arab Emirates,1,GEO,UAE
2014-06-03,Greece,0,Nigeria,0,GRE,NGA
2014-06-03,Mexico,0,Bosnia and Herzegovina,1,MEX,BIH
2014-06-03,Switzerland,2,Peru,0,SUI,PER
2014-06-04,Argentina,3,Trinidad and Tobago,0,ARG,TRI
2014-06-04,Ecuador,2,England,2,ECU,ENG
2014-06-04,Hungary,1,Albania,0,HUN,ALB
2014-06-04,Iceland,1,Estonia,0,ISL,EST
2014-06-04,Italy,1,Luxembourg,1,ITA,LUX
2014-06-04,Jamaica,2,Egypt,2,JAM,EGY
2014-06-04,Netherlands,2,Wales,0,NED,WAL
2014-06-04,Romania,1,Algeria,2,ROU,ALG
2014-06-06,Bolivia,1,Greece,2,BOL,GRE
2014-06-06,Brazil,1,Serbia,0,BRA,SRB
2014-06-06,Colombia,3,Jordan,0,COL,JOR
2014-06-06,Costa Rica,1,Republic of Ireland,1,CRC,IRL
2014-06-06,Croatia,1,Australia,0,CRO,AUS
2014-06-06,Germany,6,Armenia,1,GER,ARM
2014-06-06,Japan,4,Zambia,3,JPN,ZAM
2014-06-06,Mexico,0,Portugal,1,MEX,POR
2014-06-06,Poland,2,Lithuania,1,POL,LTU
2014-06-06,Russia,2,Morocco,0,RUS,MAR
2014-06-07,Argentina,2,Slovenia,0,ARG,SVN
2014-06-07,Belgium,1,Tunisia,0,BEL,TUN
2014-06-07,Cameroon,1,Moldova,0,CMR,MDA
2014-06-07,El Salvador,0,Spain,2,SLV,ESP
2014-06-07,Estonia,2,Tajikistan,1,EST,TJK
2014-06-07,Honduras,0,England,0,HON,ENG
2014-06-07,Hungary,3,Kazakhstan,0,HUN,KAZ
2014-06-08,France,8,Jamaica,0,FRA,JAM
2014-06-08,San Marino,0,Albania,3,SMR,ALB
2014-06-10,Republic of Ireland,1,Portugal,5,IRL,POR
2014-06-12,Brazil,3,Croatia,1,BRA,CRO
2014-06-13,Chile,3,Australia,1,CHI,AUS
2014-06-13,Mexico,1,Cameroon,0,MEX,CMR
2014-06-13,Spain,1,Netherlands,5,ESP,NED
2014-06-14,Colombia,3,Greece,0,COL,GRE
2014-06-14,England,1,Italy,2,ENG,ITA
2014-06-14,Uruguay,1,Costa Rica,3,URU,CRC
2014-06-15,Argentina,2,Bosnia and Herzegovina,1,ARG,BIH
2014-06-15,France,3,Honduras,0,FRA,HON
2014-06-15,Switzerland,2,Ecuador,1,SUI,ECU
2014-06-16,Germany,4,Portugal,0,GER,POR
2014-06-17,Belgium,2,Algeria,1,BEL,ALG
2014-06-17,Brazil,0,Mexico,0,BRA,MEX
2014-06-18,Australia,2,Netherlands,3,AUS,NED
2014-06-18,Cameroon,0,Croatia,4,CMR,CRO
2014-06-18,Spain,0,Chile,2,ESP,CHI
2014-06-19,Japan,0,Greece,0,JPN,GRE
2014-06-19,Uruguay,2,England,1,URU,ENG
2014-06-20,Honduras,1,Ecuador,2,HON,ECU
2014-06-20,Italy,0,Costa Rica,1,ITA,CRC
2014-06-20,Switzerland,2,France,5,SUI,FRA
2014-06-21,Germany,2,Ghana,2,GER,GHA
2014-06-21,Indonesia,4,Pakistan,0,IDN,PAK
2014-06-21,Nigeria,1,Bosnia and Herzegovina,0,NGA,BIH
2014-06-22,Belgium,1,Russia,0,BEL,RUS
2014-06-23,Australia,0,Spain,3,AUS,ESP
2014-06-23,Brazil,4,Cameroon,1,BRA,CMR
2014-06-23,Croatia,1,Mexico,3,CRO,MEX
2014-06-23,Netherlands,2,Chile,0,NED,CHI
2014-06-24,Costa Rica,0,England,0,CRC,ENG
2014-06-24,Italy,0,Uruguay,1,ITA,URU
2014-06-24,Japan,1,Colombia,4,JPN,COL
2014-06-25,Ecuador,0,France,0,ECU,FRA
2014-06-25,Honduras,0,Switzerland,3,HON,SUI
2014-06-25,Indonesia,2,Nepal,0,IDN,NEP
2014-06-25,Nigeria,2,Argentina,3,NGA,ARG
2014-06-26,Algeria,1,Russia,1,ALG,RUS
2014-06-26,Portugal,2,Ghana,1,POR,GHA
2014-06-28,Brazil,1,Chile,1,BRA,CHI
2014-06-28,Colombia,2,Uruguay,0,COL,URU
2014-06-29,Costa Rica,1,Greece,1,CRC,GRE
2014-06-29,Netherlands,2,Mexico,1,NED,MEX
2014-06-30,France,2,Nigeria,0,FRA,NGA
2014-06-30,Germany,2,Algeria,1,GER,ALG
2014-07-01,Argentina,1,Switzerland,0,ARG,SUI
2014-07-02,Vietnam,6,Myanmar,0,VIE,MYA
2014-07-04,Brazil,2,Colombia,1,BRA,COL
2014-07-04,France,0,Germany,1,FRA,GER
2014-07-05,Argentina,1,Belgium,0,ARG,BEL
2014-07-05,Netherlands,0,Costa Rica,0,NED,CRC
2014-07-06,Malawi,1,Mozambique,1,MWI,MOZ
2014-07-08,Brazil,1,Germany,7,BRA,GER
2014-07-09,Netherlands,0,Argentina,0,NED,ARG
2014-07-11,Uganda,1,Seychelles,0,UGA,SEY
2014-07-12,Brazil,0,Netherlands,3,BRA,NED
2014-07-12,Rwanda,1,Gabon,0,RWA,GAB
2014-07-13,Germany,1,Argentina,0,GER,ARG
2014-07-14,Botswana,2,Lesotho,0,BOT,LES
2014-07-14,Qatar,2,Indonesia,2,QAT,IDN
2014-07-15,Kenya,0,Burundi,0,KEN,BDI
2014-07-15,Uganda,0,Malawi,0,UGA,MWI
2014-07-19,Botswana,2,Guinea-Bissau,0,BOT,GNB
2014-07-19,Sierra Leone,2,Seychelles,0,SLE,SEY
2014-07-19,Uganda,2,Mauritania,0,UGA,MTN
2014-07-20,Benin,1,Malawi,0,BEN,MWI
2014-07-20,Congo,2,Rwanda,0,CGO,RWA
2014-07-20,Lesotho,1,Kenya,0,LES,KEN
2014-07-20,Tanzania,2,Mozambique,2,TAN,MOZ
2014-07-21,Guam,0,Macau,0,GUM,MAC
2014-07-23,Guam,2,Mongolia,0,GUM,MNG
2014-07-25,Macau,3,Mongolia,2,MAC,MNG
2014-07-27,Gabon,0,Rwanda,1,GAB,RWA
2014-08-02,Guinea-Bissau,1,Botswana,1,GNB,BOT
2014-08-02,Malawi,1,Benin,0,MWI,BEN
2014-08-02,Rwanda,2,Congo,0,RWA,CGO
2014-08-03,Kenya,0,Lesotho,0,KEN,LES
2014-08-03,Mauritania,0,Uganda,1,MTN,UGA
2014-08-03,Mozambique,2,Tanzania,1,MOZ,TAN
2014-08-08,Tajikistan,4,Malaysia,1,TJK,MAS
2014-08-12,Kazakhstan,2,Tajikistan,1,KAZ,TJK
2014-08-13,Angola,0,Botswana,0,ANG,BOT
2014-08-14,Guatemala,3,Nicaragua,0,GUA,NCA
2014-08-20,Azerbaijan,0,Uzbekistan,0,AZE,UZB
2014-08-20,Panama,4,Cuba,0,PAN,CUB
2014-08-23,Guatemala,1,Cuba,0,GUA,CUB
2014-08-26,Seychelles,1,Sri Lanka,2,SEY,SRI
2014-08-27,Norway,0,United Arab Emirates,0,NOR,UAE
2014-08-28,Seychelles,3,Sri Lanka,0,SEY,SRI
2014-08-30,Egypt,1,Kenya,0,EGY,KEN
2014-08-30,El Salvador,2,Dominican Republic,0,SLV,DOM
2014-08-31,Zambia,3,Sudan,1,ZAM,SDN
2014-09-02,Niger,2,Uganda,0,NIG,UGA
2014-09-03,Myanmar,4,Palestine,1,MYA,PLE
2014-09-03,Costa Rica,3,Nicaragua,0,CRC,NCA
2014-09-03,Denmark,1,Turkey,2,DEN,TUR
2014-09-03,England,1,Norway,0,ENG,NOR
2014-09-03,Germany,2,Argentina,4,GER,ARG
2014-09-03,Guyana,0,Dominica,0,GUY,DMA
2014-09-03,Republic of Ireland,2,Oman,0,IRL,OMA
2014-09-03,Latvia,2,Armenia,0,LVA,ARM
2014-09-03,Lithuania,1,United Arab Emirates,1,LTU,UAE
2014-09-03,Morocco,0,Qatar,0,MAR,QAT
2014-09-03,Philippines,5,Chinese Taipei,1,PHI,TPE
2014-09-03,Puerto Rico,2,Curaçao,2,PUR,CUW
2014-09-03,Russia,4,Azerbaijan,0,RUS,AZE
2014-09-03,Ukraine,1,Moldova,0,UKR,MDA
2014-09-04,Belarus,6,Tajikistan,1,BLR,TJK
2014-09-04,Belgium,2,Australia,0,BEL,AUS
2014-09-04,Bosnia and Herzegovina,3,Liechtenstein,0,BIH,LIE
2014-09-04,Croatia,2,Cyprus,0,CRO,CYP
2014-09-04,France,1,Spain,0,FRA,ESP
2014-09-04,Iraq,0,Peru,2,IRQ,PER
2014-09-04,Italy,2,Netherlands,0,ITA,NED
2014-09-04,Slovakia,1,Malta,0,SVK,MLT
2014-09-04,Sweden,2,Estonia,0,SWE,EST
2014-09-04,Uzbekistan,2,Jordan,0,UZB,JOR
2014-09-05,Curaçao,2,Grenada,1,CUW,GRN
2014-09-05,Guinea,2,Togo,1,GUI,TOG
2014-09-05,Japan,0,Uruguay,2,JPN,URU
2014-09-05,Senegal,2,Egypt,0,SEN,EGY
2014-09-05,Sudan,0,South Africa,3,SDN,RSA
2014-09-06,Burkina Faso,2,Lesotho,0,BFA,LES
2014-09-06,Ethiopia,1,Algeria,2,ETH,ALG
2014-09-06,Gabon,1,Angola,0,GAB,ANG
2014-09-06,Ghana,1,Uganda,1,GHA,UGA
2014-09-06,Mexico,0,Chile,0,MEX,CHI
2014-09-06,Nigeria,2,Congo,3,NGA,CGO
2014-09-06,Palestine,7,Chinese Taipei,3,PLE,TPE
2014-09-06,Philippines,2,Myanmar,3,PHI,MYA
2014-09-06,Singapore,2,Papua New Guinea,1,SGP,PNG
2014-09-06,Tunisia,2,Botswana,1,TUN,BOT
2014-09-06,Vietnam,3,Hong Kong,1,VIE,HKG
2014-09-06,Zambia,0,Mozambique,0,ZAM,MOZ
2014-09-07,Burundi,2,Tanzania,0,BDI,TAN
2014-09-07,Costa Rica,2,Panama,2,CRC,PAN
2014-09-07,Denmark,2,Armenia,1,DEN,ARM
2014-09-07,Faroe Islands,1,Finland,3,FRO,FIN
2014-09-07,Georgia,1,Republic of Ireland,2,GEO,IRL
2014-09-07,Germany,2,Scotland,1,GER,SCO
2014-09-07,Greece,0,Romania,1,GRE,ROU
2014-09-07,Hungary,1,Northern Ireland,2,HUN,NIR
2014-09-07,Mali,2,Malawi,0,MLI,MWI
2014-09-07,Morocco,3,Libya,0,MAR,LBY
2014-09-07,Paraguay,0,United Arab Emirates,0,PAR,UAE
2014-09-07,Portugal,0,Albania,1,POR,ALB
2014-09-07,Puerto Rico,2,Grenada,2,PUR,GRN
2014-09-07,Serbia,1,France,1,SRB,FRA
2014-09-08,Australia,3,Saudi Arabia,2,AUS,KSA
2014-09-08,Austria,1,Sweden,1,AUT,SWE
2014-09-08,Estonia,1,Slovenia,0,EST,SVN
2014-09-08,Luxembourg,1,Belarus,1,LUX,BLR
2014-09-08,Montenegro,2,Moldova,0,MNE,MDA
2014-09-08,Russia,4,Liechtenstein,0,RUS,LIE
2014-09-08,San Marino,0,Lithuania,2,SMR,LTU
2014-09-08,Spain,5,North Macedonia,1,ESP,MKD
2014-09-08,Switzerland,0,England,2,SUI,ENG
2014-09-08,Ukraine,0,Slovakia,1,UKR,SVK
2014-09-08,Uzbekistan,3,New Zealand,1,UZB,NZL
2014-09-09,Andorra,1,Wales,2,AND,WAL
2014-09-09,Azerbaijan,1,Bulgaria,2,AZE,BUL
2014-09-09,Bosnia and Herzegovina,1,Cyprus,2,BIH,CYP
2014-09-09,Croatia,2,Malta,0,CRO,MLT
2014-09-09,Czech Republic,2,Netherlands,1,CZE,NED
2014-09-09,Haiti,0,Chile,1,HAI,CHI
2014-09-09,Iceland,3,Turkey,0,ISL,TUR
2014-09-09,Indonesia,0,Yemen,0,IDN,YEM
2014-09-09,Japan,2,Venezuela,2,JPN,VEN
2014-09-09,Kazakhstan,0,Latvia,0,KAZ,LVA
2014-09-09,Kuwait,0,Bahrain,1,KUW,BHR
2014-09-09,Mexico,1,Bolivia,0,MEX,BOL
2014-09-09,Norway,0,Italy,2,NOR,ITA
2014-09-09,Qatar,0,Peru,2,QAT,PER
2014-09-09,Singapore,0,Hong Kong,0,SGP,HKG
2014-09-10,Algeria,1,Mali,0,ALG,MLI
2014-09-10,Angola,0,Burkina Faso,3,ANG,BFA
2014-09-10,Botswana,0,Senegal,2,BOT,SEN
2014-09-10,Congo,2,Sudan,0,CGO,SDN
2014-09-10,Egypt,0,Tunisia,1,EGY,TUN
2014-09-10,Lesotho,1,Gabon,1,LES,GAB
2014-09-10,Malawi,3,Ethiopia,2,MWI,ETH
2014-09-10,Mozambique,1,Niger,1,MOZ,NIG
2014-09-10,South Africa,0,Nigeria,0,RSA,NGA
2014-09-10,Togo,2,Ghana,3,TOG,GHA
2014-09-10,Uganda,2,Guinea,0,UGA,GUI
2014-09-14,Indonesia,2,Malaysia,0,IDN,MAS
2014-09-20,Malaysia,4,Cambodia,1,MAS,CAM
2014-09-25,Indonesia,1,Cambodia,0,IDN,CAM
2014-09-30,Botswana,1,Zimbabwe,0,BOT,ZIM
2014-10-06,India,2,Palestine,3,IND,PLE
2014-10-06,Qatar,3,Uzbekistan,0,QAT,UZB
2014-10-08,Trinidad and Tobago,6,Dominican Republic,1,TRI,DOM
2014-10-09,Belarus,0,Ukraine,2,BLR,UKR
2014-10-09,England,5,San Marino,0,ENG,SMR
2014-10-09,Liechtenstein,0,Montenegro,0,LIE,MNE
2014-10-09,Lithuania,1,Estonia,0,LTU,EST
2014-10-09,North Macedonia,3,Luxembourg,2,MKD,LUX
2014-10-09,Moldova,1,Austria,2,MDA,AUT
2014-10-09,Morocco,4,Central African Republic,0,MAR,CTA
2014-10-09,Qatar,5,Lebanon,0,QAT,LBN
2014-10-09,Slovakia,2,Spain,1,SVK,ESP
2014-10-09,Slovenia,1,Switzerland,0,SVN,SUI
2014-10-09,Sweden,1,Russia,1,SWE,RUS
2014-10-10,Belgium,6,Andorra,0,BEL,AND
2014-10-10,Botswana,0,Egypt,2,BOT,EGY
2014-10-10,Bulgaria,0,Croatia,1,BUL,CRO
2014-10-10,Cyprus,1,Israel,2,CYP,ISR
2014-10-10,Hong Kong,2,Singapore,1,HKG,SGP
2014-10-10,Italy,2,Azerbaijan,1,ITA,AZE
2014-10-10,Japan,1,Jamaica,0,JPN,JAM
2014-10-10,Jordan,0,Kuwait,1,JOR,KUW
2014-10-10,Latvia,0,Iceland,3,LVA,ISL
2014-10-10,Lesotho,0,Angola,0,LES,ANG
2014-10-10,Malta,0,Norway,3,MLT,NOR
2014-10-10,Netherlands,3,Kazakhstan,1,NED,KAZ
2014-10-10,Oman,3,Costa Rica,4,OMA,CRC
2014-10-10,Saudi Arabia,1,Uruguay,1,KSA,URU
2014-10-10,Senegal,0,Tunisia,0,SEN,TUN
2014-10-10,Turkey,1,Czech Republic,2,TUR,CZE
2014-10-10,United Arab Emirates,0,Australia,0,UAE,AUS
2014-10-10,Uzbekistan,0,Bahrain,0,UZB,BHR
2014-10-10,Wales,0,Bosnia and Herzegovina,0,WAL,BIH
2014-10-10,Yemen,1,Iraq,1,YEM,IRQ
2014-10-11,Albania,1,Denmark,1,ALB,DEN
2014-10-11,Argentina,0,Brazil,2,ARG,BRA
2014-10-11,Armenia,1,Serbia,1,ARM,SRB
2014-10-11,Cameroon,0,Sierra Leone,0,CMR,SLE
2014-10-11,Congo,0,South Africa,2,CGO,RSA
2014-10-11,Ethiopia,0,Mali,2,ETH,MLI
2014-10-11,Finland,1,Greece,1,FIN,GRE
2014-10-11,France,2,Portugal,1,FRA,POR
2014-10-11,Gabon,2,Burkina Faso,0,GAB,BFA
2014-10-11,Guinea,1,Ghana,1,GUI,GHA
2014-10-11,Malawi,0,Algeria,2,MWI,ALG
2014-10-11,Niger,0,Zambia,0,NIG,ZAM
2014-10-11,Northern Ireland,2,Faroe Islands,0,NIR,FRO
2014-10-11,Poland,2,Germany,0,POL,GER
2014-10-11,Romania,1,Hungary,1,ROU,HUN
2014-10-11,Scotland,1,Georgia,0,SCO,GEO
2014-10-11,Sudan,1,Nigeria,0,SDN,NGA
2014-10-11,Uganda,0,Togo,1,UGA,TOG
2014-10-12,Austria,1,Montenegro,0,AUT,MNE
2014-10-12,Belarus,1,Slovakia,3,BLR,SVK
2014-10-12,Estonia,0,England,1,EST,ENG
2014-10-12,Laos,3,Cambodia,2,LAO,CAM
2014-10-12,Lithuania,0,Slovenia,2,LTU,SVN
2014-10-12,Luxembourg,0,Spain,4,LUX,ESP
2014-10-12,Mexico,1,Panama,0,MEX,PAN
2014-10-12,Pakistan,0,Palestine,2,PAK,PLE
2014-10-12,Philippines,5,Papua New Guinea,0,PHI,PNG
2014-10-12,Russia,1,Moldova,1,RUS,MDA
2014-10-12,Sweden,2,Liechtenstein,0,SWE,LIE
2014-10-12,Tanzania,4,Benin,1,TAN,BEN
2014-10-12,Trinidad and Tobago,1,Antigua and Barbuda,0,TRI,ATG
2014-10-12,Ukraine,1,North Macedonia,0,UKR,MKD
2014-10-13,Andorra,1,Israel,4,AND,ISR
2014-10-13,Bosnia and Herzegovina,1,Belgium,1,BIH,BEL
2014-10-13,Croatia,6,Azerbaijan,0,CRO,AZE
2014-10-13,Iceland,2,Netherlands,0,ISL,NED
2014-10-13,Jordan,1,Kuwait,1,JOR,KUW
2014-10-13,Kazakhstan,2,Czech Republic,4,KAZ,CZE
2014-10-13,Latvia,1,Turkey,1,LVA,TUR
2014-10-13,Malta,0,Italy,1,MLT,ITA
2014-10-13,Morocco,3,Kenya,0,MAR,KEN
2014-10-13,Norway,2,Bulgaria,1,NOR,BUL
2014-10-13,Oman,0,Uruguay,3,OMA,URU
2014-10-13,Wales,2,Cyprus,1,WAL,CYP
2014-10-14,Armenia,0,France,3,ARM,FRA
2014-10-14,Bahrain,0,Iraq,0,BHR,IRQ
2014-10-14,Myanmar,0,Timor-Leste,0,MYA,TLS
2014-10-14,Denmark,0,Portugal,1,DEN,POR
2014-10-14,Faroe Islands,0,Hungary,1,FRO,HUN
2014-10-14,Finland,0,Romania,2,FIN,ROU
2014-10-14,Germany,1,Republic of Ireland,1,GER,IRL
2014-10-14,Greece,0,Northern Ireland,2,GRE,NIR
2014-10-14,Hong Kong,0,Argentina,7,HKG,ARG
2014-10-14,Japan,0,Brazil,4,JPN,BRA
2014-10-14,Macau,2,Singapore,2,MAC,SGP
2014-10-14,Poland,2,Scotland,2,POL,SCO
2014-10-14,Qatar,1,Australia,0,QAT,AUS
2014-10-14,San Marino,0,Switzerland,4,SMR,SUI
2014-10-14,Saudi Arabia,1,Lebanon,1,KSA,LBN
2014-10-14,Serbia,0,Albania,3,SRB,ALB
2014-10-14,United Arab Emirates,0,Uzbekistan,4,UAE,UZB
2014-10-15,Algeria,3,Malawi,0,ALG,MWI
2014-10-15,Angola,4,Lesotho,0,ANG,LES
2014-10-15,Burkina Faso,1,Gabon,1,BFA,GAB
2014-10-15,Cameroon,2,Sierra Leone,0,CMR,SLE
2014-10-15,Egypt,2,Botswana,0,EGY,BOT
2014-10-15,Ghana,3,Guinea,1,GHA,GUI
2014-10-15,Mali,2,Ethiopia,3,MLI,ETH
2014-10-15,Nigeria,3,Sudan,1,NGA,SDN
2014-10-15,South Africa,0,Congo,0,RSA,CGO
2014-10-15,Eswatini,0,Zimbabwe,2,SWZ,ZIM
2014-10-15,Togo,1,Uganda,0,TOG,UGA
2014-10-15,Tunisia,1,Senegal,0,TUN,SEN
2014-10-15,Zambia,3,Niger,0,ZAM,NIG
2014-10-16,Timor-Leste,2,Cambodia,3,TLS,CAM
2014-10-18,Cambodia,0,Myanmar,1,CAM,MYA
2014-10-18,Laos,2,Timor-Leste,0,LAO,TLS
2014-10-20,Laos,1,Myanmar,2,LAO,MYA
2014-10-24,Bangladesh,1,Sri Lanka,1,BAN,SRI
2014-10-27,Bangladesh,1,Sri Lanka,0,BAN,SRI
2014-10-31,Philippines,3,Nepal,0,PHI,NEP
2014-11-04,Kuwait,1,Yemen,1,KUW,YEM
2014-11-06,Saudi Arabia,2,Palestine,0,KSA,PLE
